id, name, rating, position, height, foot, rare, pace, shooting, passing, dribbling, defending, heading
116346, Benjamin Nicaise,66, M,183, Right,0,64,66,64,55,70,69
116368, Youssouf Hadji,79, A,183, Right,1,80,74,72,79,59,84
116391, Fabrice Abriel,73, M,176, Right,1,68,63,76,74,69,64
11645, Paul Morgan,56, D,183, Right,0,52,18,28,29,59,68
116479, FranÃ§ois Pantxi Sirieix,64, M,180, Right,0,64,59,61,60,67,64
116491, Nicolas Marin,59, A,171, Right,0,69,57,58,62,45,40
116494, CÃ©dric Carrasso,80, GK,187, Right,1, , , , , , 
11658, Peter Gain,59, M,175, Left,0,52,56,58,53,59,58
116620, NikolÄçe Noveski,75, D,190, Left,0,44,53,58,35,77,67
116629, Marco Kurth,62, M,178, Right,0,60,54,62,57,62,53
116655, Pascal Berenguer,71, M,175, Right,1,62,71,69,58,71,72
116677, CÃ©dric KantÃ©,72, D,181, Left,0,66,46,61,45,73,74
11671, Richard Logan,59, A,185, Right,0,53,56,44,52,52,65
116745, GrÃ©gory Malicki,68, GK,188, Left,0, , , , , , 
116762, SÃ©bastien Roudet,74, M,180, Left,1,71,69,76,75,59,43
116866, Geoffrey Dernis,74, A,171, Left,1,74,77,75,73,57,52
116917, Damien Perquis,61, GK,184, Right,0, , , , , , 
116938, JÃ©rÃ©mie Janot,76, GK,176, Left,0, , , , , , 
116952, Julien SablÃ©,70, M,181, Right,1,56,70,72,67,71,66
11696, Justin Richards,58, A,183, Right,0,62,59,43,50,49,66
11698, Nathan Ellington,66, A,178, Right,0,74,67,44,66,55,65
117022, Oscar Ewolo,71, M,171, Right,0,58,54,65,63,64,60
117062, Olivier Blondel,64, GK,187, Right,1, , , , , , 
117063, Nicolas Douchez,79, GK,186, Right,0, , , , , , 
117094, Mathieu BÃ©da,65, D,186, Left,0,50,42,47,48,70,71
117096, Laurent Batlles,71, M,174, Right,1,52,71,71,72,56,63
117109, HervÃ© Bugnet,63, A,174, Right,1,69,65,48,69,41,62
117249, Daniel GÃ¶hlert,63, D,186, Right,1,54,38,45,49,70,62
117343, Eric Hassli,70, A,193, Right,1,56,71,52,68,62,73
117385, Ibrahima Sonko,67, D,191, Right,0,65,36,42,45,69,72
117424, Amor Kehiha,61, D,180, Right,0,53,51,63,47,62,62
117438, Nassim Akrour,65, A,181, Right,1,33,68,52,62,53,82
117492, David Ducourtioux,72, D,177, Right,1,57,55,74,62,69,70
117631, Malte Metzelder,63, M,195, Right,1,26,54,59,51,72,59
117655, Gledson,63, D,190, Right,1,31,48,44,40,71,59
1178, Paolo Cannavaro,78, D,185, Right,0,58,54,67,59,78,83
11785, Lee Johnson,66, M,168, Right,0,71,62,67,66,61,60
11787, Adam Lockwood,63, D,183, Right,0,57,31,44,54,67,66
117893, Paulo CÃ©sar,72, A,175, Right,0,78,65,62,73,55,68
1179, Gianluigi Buffon,85, GK,191, Right,1, , , , , , 
11791, Sylvain Marchal,68, D,184, Right,0,31,44,62,40,69,71
11797, Anthony Tonkin,55, D,182, Left,0,51,18,38,39,61,57
11800, Chris Weale,64, GK,188, Left,1, , , , , , 
118054, Thomas Broich,72, A,182, Right,1,64,68,73,73,46,60
11808, Gianpaolo Bellini,71, D,180, Right,0,67,53,67,60,71,59
11814, Bernt Evens,65, D,192, Left,0,55,48,60,44,71,55
11824, Andy Warrington,60, GK,191, Right,0, , , , , , 
11834, Mark Arber,59, D,185, Left,0,52,41,45,36,64,70
118359, Lee Miller,64, A,188, Right,1,67,65,55,65,59,77
11841, Mark Gower,67, M,180, Right,0,53,61,69,63,64,56
118646, Ian Henderson,64, A,179, Right,0,71,60,55,61,43,56
118662, Paul Hayes,65, A,183, Right,0,63,64,60,62,59,61
118794, Andy Lonergan,71, GK,192, Left,0, , , , , , 
119152, Kolo TourÃ©,83, D,183, Right,1,75,63,59,55,82,82
11918, Kevin Davies,77, A,183, Right,1,55,73,59,72,70,89
119233, Tyrone Mears,73, D,180, Right,1,76,60,72,71,72,69
119275, Robert Earnshaw,73, A,173, Right,1,91,67,54,71,51,63
119363, Stephen Purches,59, D,180, Left,0,62,30,37,45,60,57
11941, Stefan Wessels,67, GK,190, Right,0, , , , , , 
119422, Leon Johnson,61, D,183, Left,0,72,20,31,24,69,63
11944, Habib Beye,68, D,182, Right,0,55,43,66,61,73,74
119689, Jermaine Easter,63, A,175, Right,1,75,60,51,62,49,62
119711, Chris Greenacre,62, A,180, Right,0,63,60,42,56,52,69
119723, Lee Williamson,64, M,178, Right,1,78,57,66,66,68,70
1198, Filippo Inzaghi,76, A,181, Right,0,51,69,42,54,35,69
11983, Brad Friedel,81, GK,188, Right,1, , , , , , 
119834, Richie Wellens,68, M,175, Right,0,53,63,69,69,66,57
119839, Danny Coid,59, D,180, Right,0,65,50,61,53,59,65
119852, Matthew Blinkhorn,57, A,183, Right,0,62,54,32,55,40,64
11998, Thomas Kleine,69, D,191, Right,0,49,44,50,35,73,77
120018, Dean Hammond,66, M,183, Right,0,65,58,62,63,67,63
120054, Simon Lappin,66, M,180, Left,0,53,57,69,67,58,58
120060, RÃ©mi Mareval,66, D,182, Left,0,76,61,70,62,67,70
120061, Hugh Murray,61, M,178, Right,1,72,45,66,66,62,69
12011, Cristiano Lupatelli,69, GK,189, Left,0, , , , , , 
120202, Paulo Ferreira,74, D,183, Right,0,60,39,71,65,74,74
120238, Francesco Lodi,71, M,183, Left,1,52,73,77,73,57,52
120270, Simone Tiribocchi,73, A,178, Right,1,70,73,54,63,60,73
120274, Antonio Di Natale,86, A,170, Right,1,86,85,81,87,53,60
120297, Keith Southern,68, M,178, Right,0,61,65,72,66,71,70
120304, Jean Makoun,78, M,173, Right,0,76,60,73,73,73,82
120305, Benjamin Gavanon,67, M,180, Right,0,58,57,69,58,68,62
120306, Laurent Pionnier,68, GK,184, Right,0, , , , , , 
120309, Copa,72, GK,180, Right,1, , , , , , 
120312, Michael Dawson,80, D,188, Right,1,67,31,51,30,82,85
120313, Craig Westcarr,62, A,180, Right,1,88,58,48,63,45,70
120339, Martin Bergvold,70, M,184, Left,0,71,57,70,64,63,64
120415, Scott Shearer,59, GK,191, Right,0, , , , , , 
120533, Pepe,85, D,188, Right,1,75,48,62,60,84,83
12070, Christoph Dabrowski,73, M,195, Right,1,58,62,67,54,79,74
120718, Fabio Coltorti,68, GK,197, Right,0, , , , , , 
1210, Massimo Donati,70, M,186, Right,0,63,64,70,60,71,68
121122, Simon Rolfes,82, M,191, Left,0,64,65,78,69,79,74
121134, Alexander Walke,69, GK,189, Right,0, , , , , , 
121170, Alexander Meier,73, M,196, Right,1,60,74,73,70,69,65
121185, Christian Schulz,75, D,185, Left,0,62,52,72,63,76,76
121193, Nelson Haedo Valdez,76, A,178, Right,0,79,72,60,72,66,84
12139, Ben Futcher,58, D,200, Left,1,47,31,42,38,65,59
12156, Jamie Day,54, M,176, Left,0,62,45,50,54,56,56
121568, Mikkel Thygesen,71, M,184, Right,1,74,71,69,69,64,67
121591, BrandÃ£o,73, A,189, Left,1,63,73,60,58,64,72
121622, Anatoliy Tymoshchuk,80, M,181, Right,0,61,65,74,62,79,77
12164, Phil Smith,58, GK,185, Right,0, , , , , , 
12167, Toifilou Maoulida,68, A,184, Right,0,73,64,63,69,48,71
1219, Christian Abbiati,83, GK,191, Right,1, , , , , , 
121901, IlÄço Naumoski,62, A,191, Right,0,63,60,47,62,58,66
121922, Daniel Wolf,59, M,184, Left,0,69,52,58,60,56,65
121933, RenÃ© Adler,84, GK,190, Right,1, , , , , , 
121937, Michael Rensing,77, GK,190, Right,0, , , , , , 
121939, Philipp Lahm,87, D,170, Right,1,83,59,82,82,77,67
121940, Christian Lell,70, D,183, Right,1,81,40,65,59,72,69
121944, Bastian Schweinsteiger,87, M,183, Right,1,63,83,86,82,78,68
121945, Piotr Trochowski,79, M,169, Right,1,80,81,77,83,47,62
121971, Daniel Ziebig,65, D,183, Left,0,72,55,62,62,66,64
121988, Lukas Kruse,62, GK,185, Right,0, , , , , , 
122040, Mahir SaÄŸlÄ±k,69, A,178, Left,0,75,63,46,71,49,65
122048, Oliver Kirch,68, M,183, Right,0,68,55,69,66,63,61
122052, JÃ¶rg Hahnel,64, GK,186, Right,1, , , , , , 
122066, Ronny KÃ¶nig,63, A,190, Left,1,51,64,47,51,58,71
122118, Marjan Petkovic,66, GK,186, Right,0, , , , , , 
122124, Oliver Barth,67, D,188, Left,0,35,38,53,40,70,65
122269, Lee Beevers,57, D,186, Right,0,60,43,60,37,62,64
122270, Peter Sweeney,59, M,183, Left,0,55,48,63,61,46,48
122361, Marco Donadel,75, M,179, Right,0,67,65,76,73,72,68
122445, Kwame Quansah,69, M,172, Right,0,74,60,64,69,66,62
122574, Steven Whittaker,71, D,185, Right,1,84,58,68,68,74,69
122586, Ryan Stevenson,67, M,180, Right,0,67,65,63,67,64,68
12259, Seydou Keita,80, M,183, Left,1,68,74,70,70,82,80
122649, Logan Bailly,66, GK,189, Left,0, , , , , , 
12265, Owen Hargreaves,80, M,180, Right,0,74,67,78,73,77,69
122653, Birger Maertens,69, D,182, Right,0,33,36,59,45,74,69
122656, Kevin Roelandts,67, M,185, Right,0,45,69,67,66,59,66
122660, Jimmy Hempte,67, D,180, Left,0,69,66,70,61,66,58
122718, Philipp Heerwagen,66, GK,193, Right,0, , , , , , 
122723, Maximillian Nicu,69, M,185, Right,0,74,69,68,72,52,59
122792, Benjamin De Ceulaer,71, A,175, Right,0,78,68,65,75,45,48
122827, Bram Verbist,66, GK,182, Right,0, , , , , , 
122849, Arouna KonÃ©,73, A,182, Right,1,83,71,52,77,49,68
12294, Stefan Lexa,64, M,180, Right,1,67,66,62,66,49,55
123073, Markus Heikkinen,69, M,185, Left,0,65,49,63,63,73,75
123116, Sanharib Malki,64, A,180, Right,1,75,61,49,60,49,71
123159, Antoni ÅÅukasiewicz,61, M,188, Right,0,66,47,54,59,67,64
123463, Jermaine Pennant,77, M,175, Right,1,90,64,75,82,53,57
1235, Mancini,73, A,183, Right,1,65,75,68,76,60,55
12357, Sascha RÃ¶sler,67, A,185, Left,0,70,67,64,64,60,69
123576, Marco Borriello,80, A,185, Left,1,71,77,59,74,60,81
123581, Christian Obodo,69, M,176, Right,0,66,64,70,67,68,57
123586, Michael Agazzi,73, GK,189, Right,1, , , , , , 
123597, Stefano Lucchini,75, D,186, Right,0,64,36,52,46,78,76
123603, Hugo Campagnaro,79, D,181, Right,1,63,50,64,62,81,78
123610, Giandomenico Mesto,76, M,181, Right,0,83,69,75,72,75,67
123611, Andrea Mantovani,75, D,185, Left,0,65,47,68,52,76,76
123617, Alberto Maria Fontana,66, GK,188, Right,0, , , , , , 
123620, Giuseppe Gemiti,65, D,176, Left,0,78,42,59,58,66,64
123621, Sulley Muntari,78, M,179, Left,0,73,70,78,72,78,79
123623, Franco Semioli,69, M,178, Right,0,74,65,67,71,52,57
123629, Mario Santana,77, M,178, Right,0,78,72,71,83,61,60
1238, Francesco Totti,80, A,180, Right,1,57,84,83,81,60,56
12445, John Arne Riise,77, D,185, Left,0,71,77,77,70,76,69
12451, Mario Haas,64, A,183, Right,1,69,64,57,62,53,63
12462, Franck Queudrue,63, D,183, Left,0,33,57,60,50,66,71
124631, Hasan Kabze,71, A,185, Right,1,62,73,68,74,52,66
124635, Mehmet Topal,78, M,186, Right,1,61,69,67,67,82,73
124871, Xavier Margairaz,67, M,185, Left,0,67,68,70,68,66,69
12489, Nicolas Gillet,67, D,188, Left,0,29,55,59,42,71,78
12492, Altin Lala,67, M,172, Right,0,48,60,69,64,67,69
124976, Felipe,76, M,175, Left,0,37,71,80,86,60,55
124981, Mohamed Adama Sarr,70, D,186, Right,0,71,45,53,42,75,71
125071, Filip Daems,70, D,181, Left,0,62,55,68,63,74,72
125586, Stephan Andersen,71, GK,190, Right,1, , , , , , 
1256, Clarence Seedorf,80, M,177, Right,1,54,79,84,81,69,57
125995, Umut Bulut,74, A,184, Right,1,77,71,59,65,53,77
12624, AndrÃ© Lenz,70, GK,191, Right,0, , , , , , 
126638, Marcel Schied,64, A,173, Right,1,74,64,53,67,45,68
12666, Peguy Luyindula,73, A,178, Right,1,68,72,67,73,53,75
126925, Jan Schlaudraff,77, M,180, Right,0,82,72,71,83,45,57
12695, Arne Friedrich,78, D,185, Right,0,71,47,64,60,77,80
12726, Ian Bennett,63, GK,183, Right,1, , , , , , 
12766, Petter Hansson,70, D,186, Right,0,43,55,57,49,72,76
127689, Mimoun Azaouagh,74, M,175, Right,1,75,71,70,81,42,56
127747, Milorad PekoviÄ‡,65, M,189, Left,0,51,60,55,59,70,72
1289, Sebastien Frey,80, GK,189, Right,1, , , , , , 
129133, Henri SillanpÃ?Ã?,66, GK,189, Right,0, , , , , , 
12940, Emanuel Pogatetz,76, D,189, Left,1,55,40,51,32,81,70
129566, Paul McShane,70, D,183, Right,0,63,41,56,42,71,76
130216, Skerdilaid Curri,63, M,166, Right,0,68,59,61,67,35,28
13038, Puyol,86, D,178, Right,1,59,50,65,56,88,84
13040, MorÃ¡n,69, M,175, Right,0,62,65,66,68,54,61
13042, Orbaiz,74, M,179, Right,1,55,63,80,63,72,51
130687, Leon Andreasen,71, M,185, Right,0,62,59,63,69,73,73
13077, Cristiano Zanetti,71, M,180, Right,1,36,63,78,48,63,46
130893, Casper Ankergren,67, GK,190, Right,0, , , , , , 
13124, Bruno Amaro,69, M,181, Right,1,62,70,73,71,65,60
13130, Wes Brown,76, D,185, Right,0,65,31,62,57,77,77
131444, Rasmus WÃ?rtz,70, M,179, Right,0,61,61,61,65,70,71
1318, Timo Achenbach,67, D,185, Left,0,68,65,66,66,69,66
132740, Jesper Hansen,60, GK,188, Right,0, , , , , , 
13340, Delroy Facey,58, A,183, Right,1,51,56,31,48,53,78
13349, Kieron Dyer,70, M,173, Right,0,70,62,74,74,60,57
13354, Alan Maybury,61, D,180, Right,0,64,35,58,54,68,68
13361, Grant Brebner,61, M,181, Right,0,48,62,53,56,66,54
13403, David Connolly,67, A,175, Right,0,58,67,46,69,48,62
134534, Gunnar HeiÃ°ar Ã?orvaldsson,68, A,182, Right,0,76,64,40,63,45,68
134591, Mingo,62, D,177, Left,0,65,45,62,48,63,61
134597, Juanito,70, D,182, Right,0,55,49,59,52,72,72
134599, Varela,69, D,180, Right,0,72,69,67,73,67,64
134602, Capi,67, M,182, Right,0,57,58,72,70,52,45
134610, Doblas,72, GK,184, Right,1, , , , , , 
134627, Melli,69, D,181, Right,0,63,39,60,50,70,75
134634, Maldonado,66, A,177, Right,0,71,60,62,71,47,53
134635, Marcos AssunÃ§Ã£o,73, M,178, Right,1,53,77,81,69,71,68
134675, Lewis Hunt,55, D,180, Right,0,63,28,48,52,63,60
134683, Izale McLeod,64, A,183, Left,1,79,61,41,58,50,62
134697, Daniel Ã–rlund,74, GK,194, Right,1, , , , , , 
134744, Atiba Hutchinson,74, M,185, Right,0,75,64,70,73,67,68
134746, Kaspars GorkÅ¡s,69, D,191, Left,0,50,32,49,42,71,72
134765, DuÅ¡an DjuriÄ‡,74, M,180, Right,1,75,68,72,73,61,61
134777, GrÃ©gory Bourillon,71, D,187, Right,0,40,51,66,48,68,74
134779, Jimmy Briand,77, A,181, Right,1,91,76,67,76,62,76
134787, BjÃ¶rn Vleminckx,73, A,183, Right,1,68,71,56,52,68,80
134789, Marco NÃ©,68, M,183, Right,0,71,62,68,73,62,70
134792, Dean Bowditch,63, A,180, Right,1,77,60,42,61,52,64
134809, Malik Fathi,74, D,185, Left,1,63,43,72,67,76,78
134810, Sofian Chahed,66, D,178, Right,0,65,51,64,65,65,64
134811, Alexander Ludwig,69, M,177, Right,0,69,68,63,72,47,60
134812, Ryan Jarvis,58, A,183, Right,0,58,55,35,57,50,56
134820, Scott Brown,74, M,178, Right,1,85,64,68,74,76,58
134821, Stephen Dobbie,71, M,173, Right,0,58,69,57,70,58,59
134824, Craig Beattie,66, A,183, Right,0,57,66,58,64,51,73
134828, Kirk Broadfoot,67, D,191, Right,0,70,32,62,57,71,64
134902, David Preece,60, GK,188, Right,1, , , , , , 
134906, Marouane Chamakh,81, A,188, Right,1,78,77,72,78,66,83
134941, Steve Sidwell,75, M,178, Right,0,68,70,77,69,70,65
134947, Ron Stam,71, D,175, Right,0,69,69,71,70,70,60
134956, Lorik Cana,78, M,186, Right,1,70,59,72,66,81,68
134957, Benni McCarthy,72, A,183, Right,1,70,74,60,71,53,73
134963, Angel,76, D,180, Right,0,78,65,74,69,74,66
134979, MartÃ?n Demichelis,79, D,184, Right,1,34,37,65,48,80,75
134980, Jan Frederiksen,65, D,184, Left,0,78,42,67,50,68,59
134982, Doni,76, GK,194, Right,0, , , , , , 
135025, Patrick Milchraum,62, D,174, Left,1,81,63,60,66,62,61
135032, Niki Zimling,72, M,178, Right,0,73,61,69,64,72,71
135043, Anders Lindegaard,74, GK,193, Right,1, , , , , , 
135061, Chris Millar,62, M,175, Right,0,68,36,60,64,60,54
135069, Martin Lanig,74, M,190, Right,1,57,70,73,67,75,76
135073, Rubinho,71, GK,186, Right,1, , , , , , 
135077, Fabinho,70, M,186, Right,0,56,58,67,65,72,75
135078, FabrÃ?cio,75, M,180, Right,0,72,71,79,74,76,66
135083, Anderson,68, D,186, Right,0,41,54,53,39,69,77
135084, Renato Abreu,74, M,183, Left,1,63,77,76,76,68,69
135098, KlÃ©ber,71, D,177, Left,1,68,71,78,73,69,59
135149, Marc Planus,77, D,180, Right,0,65,51,62,49,77,80
135190, Michael Liendl,67, M,175, Left,0,71,66,64,69,50,59
135218, Damien Perquis,75, D,184, Right,0,60,47,59,47,77,83
135282, David Suarez,65, A,184, Right,0,60,68,45,56,43,64
135291, Carlos Alberto,74, M,178, Right,1,64,70,74,78,52,51
135294, Junior Cesar,72, D,166, Left,1,86,67,71,71,65,62
135303, Rodolfo,73, D,183, Left,1,65,64,56,49,73,78
135317, Diego,71, GK,186, Right,1, , , , , , 
135324, CÃ¡ssio,61, D,168, Left,1,68,64,64,67,63,48
135326, Andrezinho,75, M,178, Right,0,68,76,78,76,60,65
135335, JÃ´natas,71, M,181, Right,0,48,62,68,67,75,61
135339, FÃ¡bio,81, GK,188, Right,1, , , , , , 
135377, Jefferson,79, GK,187, Left,0, , , , , , 
135395, Daniel,58, M,180, Left,0,68,56,52,61,44,43
135423, Cicinho,73, D,172, Right,1,81,63,72,74,69,63
135440, AndrÃ© Luiz,74, D,185, Right,1,57,47,54,42,75,80
135446, FÃ¡bio JÃºnior,69, A,186, Right,0,52,70,57,60,52,72
135451, Gomes,80, GK,191, Right,1, , , , , , 
135454, Eric Marester,62, D,172, Right,0,70,56,62,65,56,55
135455, Maicon,85, D,184, Right,1,87,76,82,80,84,73
135465, Edu Dracena,75, D,186, Right,0,59,51,53,53,75,78
135466, Artur Moraes,78, GK,192, Right,0, , , , , , 
135473, Deivid,75, A,180, Right,0,73,73,67,77,51,76
135474, Mota,73, A,177, Left,1,79,76,71,77,55,76
135479, Cris,73, D,183, Right,1,46,52,67,30,75,79
135499, Dagoberto,77, A,175, Right,0,82,76,70,84,56,61
135520, Gilberto,70, D,180, Left,1,60,70,77,77,72,61
135524, Tinga,75, M,170, Right,0,65,64,74,75,73,74
135530, Adriano,69, D,180, Right,0,67,52,55,50,73,75
135537, Gabriel TamaÅŸ,75, D,188, Right,0,52,59,53,54,76,78
135567, Nilmar,83, A,180, Right,1,92,77,64,86,46,68
135575, Daniel Carvalho,74, M,178, Left,1,67,78,75,78,60,61
135594, Thomas SÃ¸rensen,75, GK,196, Right,0, , , , , , 
135606, Pablo IbÃ¡Ã±ez,73, D,192, Right,0,52,40,55,47,75,74
135616, Pablo GarcÃ?a,75, M,186, Left,0,57,63,69,67,79,68
135656, Ayoze,69, D,175, Left,0,80,40,64,65,69,64
135659, Veljko Paunovic,69, M,184, Right,0,72,71,66,72,61,71
135697, Sergio GarcÃ?a,74, A,175, Right,1,67,73,67,81,51,56
135713, Francisco Palencia,64, A,171, Right,1,42,64,63,65,69,67
135718, Ricardo,74, GK,187, Left,1, , , , , , 
135734, Rivera,74, M,170, Right,1,66,60,76,76,60,59
135742, Alexis,77, D,183, Right,0,65,39,60,51,77,79
135743, Geijo,73, A,184, Right,1,66,74,55,67,59,76
135808, David GarcÃ?a,67, D,178, Left,0,72,47,61,56,70,60
135819, Mainz,68, D,187, Right,0,39,34,51,48,71,66
135820, Iriney,74, M,179, Right,1,67,62,67,76,74,63
135824, Tote,70, A,177, Left,1,60,67,62,84,46,49
135845, Juanlu,73, A,172, Left,1,75,70,70,76,57,58
135859, Anthony RÃ©veillÃ¨re,81, D,180, Right,1,77,60,76,69,80,70
135861, HÃ©ctor Font,65, M,170, Right,0,59,59,69,65,53,47
135866, Marcos Senna,79, M,177, Right,1,47,77,81,69,75,57
135868, Gerard,63, D,184, Right,0,52,42,55,49,66,58
135872, Andy Gray,66, A,185, Right,1,50,64,49,57,60,83
135883, Simon Francis,62, D,191, Right,0,63,46,60,50,61,46
135891, Killian Overmeire,67, M,188, Right,0,69,59,66,60,70,70
1360, Tore AndrÃ© Flo,54, A,193, Right,1,34,58,49,61,48,56
136070, LuÃ?s Alberto,74, M,183, Right,1,64,63,70,67,75,82
136110, Jonas Ivens,68, D,188, Right,0,41,42,56,40,75,62
136113, Wes Morgan,69, D,185, Left,1,69,29,36,51,77,76
136120, Gregor Robertson,59, D,183, Left,0,62,25,51,56,63,58
136124, Stefan Reisinger,69, A,185, Right,0,71,67,53,64,53,75
136126, JÃºlio SÃ©rgio,75, GK,187, Right,0, , , , , , 
136130, Alex,83, D,189, Right,1,66,69,56,58,84,83
136133, Pereira,71, D,188, Right,1,67,47,46,39,74,78
136137, Elano,79, M,174, Right,0,68,78,79,77,66,62
136138, Diego,83, M,173, Right,1,76,76,82,87,58,65
136144, Robinho,84, A,172, Right,1,88,78,73,91,44,61
136168, Marcelo Mattos,71, M,179, Right,0,66,63,69,62,70,72
136170, Marcinho,75, A,171, Right,0,79,75,75,78,65,64
136177, LÃ©o Moura,71, D,176, Right,1,83,71,75,79,66,57
136185, FÃ¡bio SimplÃ?cio,75, M,173, Right,0,62,69,76,71,70,65
136187, Julio Baptista,79, A,185, Right,0,73,79,70,77,72,77
136194, LuÃ?s Fabiano,83, A,183, Right,1,74,81,59,78,56,84
136222, Tom Muyters,60, GK,187, Left,0, , , , , , 
136248, Han Jae Woong,64, A,178, Right,1,80,60,63,63,56,56
136275, Choi Won Kwon,65, D,176, Right,0,75,53,63,47,67,68
136286, Jeong Shung Hoon,67, A,187, Right,1,56,66,50,63,58,81
136360, Kim Gi Dong,64, M,171, Right,1,52,63,64,63,48,51
136363, Jo Gook Jung,65, A,185, Right,0,59,65,58,62,49,68
136365, Lee Jong Min,64, D,174, Right,1,77,55,59,64,63,70
136389, Son Seung Jun,61, D,186, Right,0,64,47,47,58,65,64
136445, Hyun Young Min,65, D,179, Right,0,75,57,64,64,64,62
136451, Choi Hyun,59, GK,192, Right,1, , , , , , 
136454, Choi Tae Uk,67, A,173, Right,1,81,59,63,66,54,56
136467, Park Yong Ho,65, D,183, Right,0,70,38,53,50,68,71
136497, Kim Dong Jin,66, D,183, Left,0,76,62,65,67,71,71
136504, Cho Sung Hwan,65, D,183, Right,0,31,44,46,31,68,71
136507, Namkung Do,61, A,186, Right,0,56,60,45,58,55,71
136508, Namkung Woong,62, A,184, Right,1,80,58,54,59,50,62
136553, Lee Dong Gook,73, A,185, Right,1,64,77,68,64,50,78
136556, Ko Chang Hyun,65, M,171, Right,0,64,61,69,66,46,48
136594, Kim Byung Ji,70, GK,184, Right,0, , , , , , 
136601, Kim Yong Dae,70, GK,189, Right,0, , , , , , 
136631, Kim Chi Gon,67, D,183, Left,0,53,51,57,49,70,75
136642, Josh Wolff,65, A,173, Left,0,71,62,57,66,48,63
136686, Kim Young Kwang,72, GK,184, Right,1, , , , , , 
136764, Khalid Boulahrouz,70, D,183, Right,0,71,40,59,64,75,70
136766, Jason Oost,63, A,184, Right,0,69,58,56,65,53,55
136775, Joost Broerse,64, M,184, Left,0,65,56,52,57,69,63
136834, Martin JÃ¸rgensen,71, M,179, Left,1,63,71,73,71,64,67
136839, Ramon Zomer,69, D,184, Left,0,64,45,67,58,69,71
136875, Bogdan LobonÅ£,73, GK,185, Right,1, , , , , , 
136889, Denis Berger,61, M,181, Left,0,65,40,61,64,45,47
13690, Andrew Johnson,76, A,170, Right,0,78,74,57,77,51,68
136941, SÃ©rgio Pinto,75, M,176, Right,0,68,72,73,71,73,71
137077, GÃ¡bor Gyepes,66, D,191, Left,0,60,29,45,34,68,70
137080, Szabolcs Huszti,76, M,173, Left,0,76,74,74,80,58,64
137089, ZoltÃ¡n Gera,76, M,183, Right,0,68,77,75,79,57,66
137109, Stijn Schaars,76, M,178, Left,0,64,66,79,68,73,62
137114, MichaÃ«l Ciani,76, D,189, Right,1,66,35,58,45,78,86
137125, Marek MintÃ¡l,68, A,183, Right,0,63,70,55,67,46,62
137129, Francesco Antonioli,74, GK,187, Right,1, , , , , , 
137130, Paolo Acerbis,64, GK,202, Right,1, , , , , , 
137133, Giuseppe Biava,76, D,180, Right,0,64,48,61,50,76,74
137138, Riccardo Colombo,64, M,183, Right,1,75,54,60,60,68,64
137143, Edoardo Gorini,60, D,186, Right,0,35,37,36,34,68,59
137151, Cristian Raimondi,66, D,182, Right,0,66,58,60,60,66,64
137152, Pierre Regonesi,60, D,186, Left,0,61,55,58,58,66,61
137159, Alessandro Budel,66, M,182, Right,0,62,61,72,62,66,62
137160, Marco Amelia,78, GK,190, Right,0, , , , , , 
137163, Brian Carroll,64, M,178, Right,0,57,48,49,60,64,62
137179, Daniele Portanova,73, D,185, Right,1,50,42,51,34,76,82
137185, Salvatore Aronica,75, D,181, Left,0,60,44,61,53,75,71
137186, Andrea Barzagli,79, D,186, Right,1,65,49,59,40,82,77
137199, Franco Brienza,70, A,171, Left,0,77,69,59,73,55,59
137200, Salvatore Bruno,64, A,183, Right,1,61,63,50,60,50,69
137204, Walter Bressan,66, GK,185, Right,0, , , , , , 
137206, Paolo Bianco,63, D,184, Right,0,50,44,45,43,66,67
137207, Matteo Centurioni,66, D,190, Right,0,40,39,51,45,70,68
137214, Pasquale Foggia,74, M,167, Left,1,82,65,73,78,47,43
137220, Francesco Parravicini,62, M,175, Right,0,61,52,59,50,63,63
137228, Gianluca Grava,74, D,172, Right,0,60,31,58,43,74,69
137232, Massimo Paci,70, D,190, Right,1,54,39,59,36,77,69
137240, Domenico GiampÃ¡,64, M,168, Right,0,70,58,59,67,44,40
137241, Houssine Kharja,77, M,180, Right,0,77,71,79,78,64,62
137261, Dominik Reinhardt,67, D,188, Right,0,63,36,54,45,70,64
137262, Stefan KieÃŸling,79, A,191, Right,1,73,76,65,67,59,80
137267, Ricardo Clark,70, M,178, Right,0,71,61,64,63,72,74
13727, Paul Boertien,55, D,178, Left,0,52,30,49,46,62,65
137270, Mike Magee,65, M,175, Right,0,69,65,62,65,55,61
137277, Eddie Gaven,68, M,183, Right,0,69,62,62,67,60,68
137278, Shalrie Joseph,70, M,191, Right,0,66,66,63,66,70,70
137282, Pat Noonan,61, A,183, Right,0,51,61,58,63,50,63
137317, Lionel Cappone,68, GK,182, Right,0, , , , , , 
13732, John Terry,86, D,187, Right,1,61,47,57,49,87,85
137324, Arnaud Maire,65, D,181, Right,0,32,45,46,38,67,75
137330, David Sauget,67, D,175, Right,0,60,38,66,60,66,63
137337, Ã‰ric Mouloungui,73, A,186, Left,1,88,70,68,71,47,73
137351, Daniel Baier,71, M,175, Right,0,73,65,70,71,48,66
137359, Christophe Lepoint,68, M,189, Right,0,73,63,59,66,71,72
137361, Giampaolo Pazzini,83, A,180, Right,1,79,75,65,77,53,88
137362, Jiayi Shao,67, M,188, Left,0,64,71,67,68,48,55
